name,representative,accounting_officer,address,established,shitei
くらしを笑顔にする会,中川　恭宏,荒木　有子,千葉県千葉市美浜区中瀬１－５－１,R4.10.26
クリーンな政治をつくる会,三好　雅子,吉田　佳代,東京都千代田区永田町２－１－１,H19.4.5,有
クリエイティブドア（Ｃｒｅａｔｉｖｅ　Ｄｏｏｒ）,道上　雅彦,道上　雅彦,東京都葛飾区高砂３－２８－１９,H30.9.20
車と社会を考える会,安部　輝実,城生　雅浩,東京都品川区東五反田５－２１－１５,H14.6.28
呉竹会,頭山　興助,田中　豊雄,東京都千代田区平河町１－７－５,H20.4.4
黒田清隆伯爵顕彰会,黒田　清揚,黒田　清徳,東京都港区高輪２－１４－１８,H29.11.1
クローバーの会,堀内　詔子,渡辺　明秀,東京都千代田区永田町２－１－２,H25.1.24,有
ＧＬＯＢＡＬ　ＣＯＲＥ’Ｓ,𠮷井　信人,𠮷井　麻記,京都府京都市左京区松ケ崎井出ケ海道町５－１,H30.8.3
群青社別働隊,塚越　節男,塚越　志津枝,神奈川県横浜市神奈川区松見町２－１５－２,R3.3.5
薫風櫻花塾,中津川　健,中津川　健,愛知県日進市藤枝町前田５－１,H20.3.11
群馬県中古自動車販売政治連盟,神保　文明,神保　文明,群馬県高崎市中大類町１１８－１,S61.6.11
景観歴史文化研究会,加納　陽之助,洲濱　純一,大阪府富田林市常盤町３－１７,R3.8.2,有
経済活性研究会,谷川　彌一,宮永　龍典,東京都千代田区永田町２－１－２,H16.1.9,有
経済創世会,佐藤　玲乃,倉橋　孝則,東京都港区高輪３－１０－３,R4.7.20
経済泰斗の会,藤巻　健史,吉田　新,千葉県松戸市胡録台１６３－１,H25.6.14,有
経翔会,尾身　朝子,伊藤　元万,群馬県前橋市総社町総社３１３７－１,R1.8.28
敬人会,武見　敬三,吉川　敬,東京都千代田区永田町２－１－１,H7.2.22,有
敬心友和会,飯田　康,丸山　竜星,愛知県豊川市伊奈町出口６８,R4.12.22
経世済民ノ会,尾山　謙二郎,浅井　秀明,東京都中央区日本橋蛎殻町１－２７－５,H30.10.18
京成電鉄交通政策研究会,佐藤　孝二,川原,忍,千葉県習志野市津田沼４－８－１２,H7.3.28
敬天愛人の党,内　弘志,内　賢志,東京都千代田区内神田３－１８－５,R1.5.23
敬天会,長尾　敬,田渕　潤一,大阪府八尾市北本町２－３－８,H27.9.7
競馬振興研究会,木村　秀太郎,●川　勲,東京都千代田区九段北４－２－２,H12.6.27
京阪労組交通政策研究会,杉本　哲也,谷畑　忠博,大阪府大阪市城東区蒲生１－１０－６,H9.9.19
京浜急行労働組合交通政策研究会,奥津　敏之,川手　元晴,神奈川県三浦市南下浦町上宮田２６３８－５０,H27.10.26
景峯会,真壁　晃,北澤　英男,東京都千代田区平河町２－１４－１,S63.9.20
啓友会,石井　啓一,杉戸　研介,東京都千代田区永田町２－２－１,H19.12.26,有
敬友会,湊　洋一,土井　強,東京都千代田区飯田橋３－４－３,H27.3.5
啓友会,佐藤　啓,榎本　政子,東京都千代田区永田町２－１－１,H28.11.1,有
経友懇話会,北村　経夫,﨑山　秀夫,東京都千代田区永田町２－１－１,H25.2.19,有
経和会,倉橋　昌平,大森　和己,山口県熊毛郡田布施町大字下田布施７２５－３１,H25.1.30
結集日本,神戸　淳司,松前　良司,東京都台東区上野５－１５－１３,R3.4.28
血盟護國青年塾,山田　保人,本間　孝仁,静岡県伊東市宇佐美１０１６－１,H24.6.1
ケミコン労働組合連合会・政治活動委員会,宮川　和久,矢吹　涼,東京都品川区大崎５－６－４,H16.11.2
元気な大分をつくる会,吉良　州司,吉良　卓司,大分県大分市西大道２－４－２,R3.4.13
元気な山形サポーターの会,山田　彰一,伊藤　尚彦,山形県山形市小白川町５－１３－２４,H22.12.27
健康経済研究会,池田　和隆,野杁　基男,東京都港区赤坂７－２－６,H29.12.22
健康新世紀会,藤井　基之,団野　浩,東京都千代田区永田町２－１７－１７,H14.7.8
けんこう冬日会,大島　美重,岡本　征弘,東京都千代田区平河町２－１２－１５,H16.1.9
健康保険政治連盟,佐野　雅宏,森岡　昭宏,東京都港区南青山１－２４－４,S51.1.9
健康問題研究会,榛葉　道尚,山本　浩彦,東京都港区芝公園２－９－５,S58.11.25
玄心社,友廣　毅,島田　正広,北海道札幌市中央区南八条西１－１３－１２,H24.3.9
憲政会,田村　憲久,関島　正夫,東京都千代田区永田町２－２－１,H6.11.16,有
憲政会,三ツ矢　憲生,昆　麗,東京都中央区銀座１－２８－１７,H20.8.29
健政会,大西　健介,大西　こまき,東京都千代田区永田町２－２－１,H23.6.14,有
健政会,若林　健太,浜　謙一,東京都千代田区永田町２－２－１,H22.8.5,有
健政会,野間　健,潟野　修一,鹿児島県薩摩川内市御陵下町２７－２３,H25.9.24,有
建青会,河村　建一,森近　憲行,東京都港区赤坂２－６－１５,R3.10.18,有
元政会,船田　元,盛　未来,東京都港区南青山４－８－１５,H3.2.2,有
憲政懇話会,山梨　孝夫,力丸　尚郎,東京都港区赤坂２－１５－１３,S56.10.2
建設部会組織内議員を支援し政策実現を推進する会,篠原　淳一,森山　謙一,東京都中央区新川１－２３－４,H30.2.15
現代維新社,鈴木　信行,鈴木　威穂,東京都葛飾区鎌倉４－２８－２７,H6.3.18,有
現代思想研究会,熊井　昌弘,長谷川　愼治,長野県松本市旭２－１１－１,H2.2.15,有
現代日本研究会,猪口　邦子,斎藤　久代,東京都千代田区永田町２－１－１,H18.7.26,有
原電エンジニアリング労働組合政治活動委員会,秋山　大助,幸田　晃一,東京都台東区上野５－２－１,H10.7.27
県都橿原,松下　幸治,松下　幸治,大阪府大阪市大正区泉尾２－１４－９,R4.7.11
賢友会,山岡　賢次,佐藤　昭,東京都世田谷区梅丘３－１３－１５,S59.11.24
建友会,河村　建夫,河村　建一,東京都港区赤坂２－６－１５,H2.2.23,有
玄洋社,阿部　真之助,阿部　真之助,福岡県福岡市城南区友泉亭５－５,S51.3.12
玄陽社,吉村　卓三,西本　昌之,東京都江戸川区篠崎町４－２１－５,S53.4.14
玄洋社,大場　秀樹,山根　都美,大阪府大阪市中央区上本町西５－１－３５,S57.5.18
玄洋社,清水　静観,越水　淳,茨城県日立市城南町１－７－９,H11.6.7
玄洋社関西本部,村上　強,村上　強,大阪府大阪市中央区内平野町２－１－２,S54.5.7
源流部落民連絡協議会,中村　常夫,加藤　真智子,東京都八王子市東町１－１１,S61.2.6
興亜新聞社,岩谷　日新,岩谷　日新,大阪府東大阪市寿町２－１－３,R3.11.9
興亜連盟,山田　哲,山田　哲,東京都港区南麻布１－１５－４,H18.2.6
興栄会,亀井　久興,新川　彰人,東京都品川区上大崎３－３－９,S51.2.26
広亀会,神崎　親章,神谷　伸彦,東京都新宿区新宿１－３０－１６,S59.2.23
宏輝会,中川　宏昌,大久保　智広,長野県松本市野溝西１－３－４,R3.11.18,有
皇義社,都丸　健一,西本　俊一,群馬県藤岡市上日野１６０６－１,H15.12.12
皇義誠志会,山口　二三雄,高野　実,石川県金沢市みどり２－１－１,H19.3.28
向公会,近江屋　信広,近藤　学,東京都あきる野市五日市１７０－３,H28.3.18
幸湖会,西川　公也,西川　侑男,栃木県さくら市馬場２９６－７,H9.1.23,有
皇国維新同盟,田村　正宣,田村　正宣,東京都豊島区東池袋２－２１－６,H31.3.29
皇國憲政会,江口　昌治,江口　昌治,福岡県北九州市門司区鳴竹２－８－３,R3.5.6
皇國青年社総本部,杉山　正,杉山　正,大阪府和泉市岡町３１０,H7.3.15
皇国清和雄心塾,今川　裕四郎,今川　裕四郎,和歌山県御坊市島６６８－７,R4.1.18
皇国同和会,千葉　節雄,渡辺　樹,新潟県胎内市村松浜１６２０,R1.7.12
剛山会,山本　剛正,山本　正美,福岡県福岡市博多区大井２－１３－２３,H18.5.9
豪志の会,田中　英雄,南　元一,東京都中央区日本橋人形町１－６－１０,H27.4.6
郷守會,小曽戸　清文,小曽戸　清文,栃木県鹿沼市上殿町８６１－７,H11.5.6
晃伸会,米良　晃一,米良　晃一,東京都中野区江原町１－３５,H6.5.24
宏信会,奥野　信亮,大木　三喜男,東京都目黒区青葉台３－２２－１,H15.8.21,有
宏誠会,水野　元晴,古賀　喜久子,東京都中央区築地２－１－２,S51.2.25
交政会,矢口　進,矢口　進,東京都多摩市豊ヶ丘２－１－６,S63.5.18
皇誠会,中沢　純,芦川　幸二,神奈川県横浜市瀬谷区阿久和南４－２－８,H19.6.12
浩政会,野上　浩太郎,野村　隆宏,東京都千代田区永田町２－１－１,H24.12.26,有
公正会,末永　公正,福盛　貫介,長崎県佐世保市烏帽子町３２８－３,H26.7.17
康政会,中曽根　康隆,加藤　佑介,東京都千代田区永田町２－１－２,H29.12.1,有
公政会,佐藤　公治,神戸　淳司,東京都千代田区永田町２－２－１,H30.5.9,有
構造改革研究会,伊吹　文明,戸井　久雄,東京都千代田区平河町２－３－１０,H9.2.5
構造改革研究会,藤原　義仁,村上　友一,東京都渋谷区千駄ヶ谷４－２１－１,H19.1.30
構造改革研究会,杉村　太蔵,杉村　潤,北海道旭川市春光一条９－１０－１６,H20.10.30,有
構造改革フォーラム,富田　茂之,鈴木　小百合,千葉県千葉市中央区中央４－１３－１３,H7.6.9
宏池政策研究会,松倉　吉弘,松倉　吉弘,東京都千代田区永田町１－１１－３２,H20.1.17
高知・徳島から日本を考える会,仁木　啓人,仁木　啓人,徳島県徳島市昭和町３－１－２,H28.3.14
交通政策をすすめる会,上村　良成,羽野　敦之,大阪府大阪市北区芝田２－１－１８,H27.2.9
皇道學舎志道塾,小松　智博,安岡　寛水,高知県高知市大津甲１２４３－３,H3.1.18
皇道旭誠会,久保田　桂次,久保田　桂次,東京都府中市白糸台１－５７－１,H29.8.3
皇統國守民族團,内田　敏幸,荻野　一善,神奈川県横浜市港南区笹下５－２０－２,H10.4.9
江東政経研究会,秋元　司,醍醐　駿平,東京都江東区東陽５－３１－２１,R2.6.23
皇道青年忍華塾,橋本　忍,村上　勝富,北海道稚内市こまどり５－１２－１４,H18.1.11
皇道青年連盟,伊藤　眞人,宮地　宏佳,東京都新宿区歌舞伎町２－４５－５,H30.10.1
皇道令和塾,杉田　信行,山口　奈緒子,滋賀県愛知郡愛荘町島川１２９０－５,R2.7.13
公認会計士による赤間二郎後援会,須田　均,須田　章,神奈川県愛甲郡愛川町中津６１４９,H25.12.12
公認会計士による甘利明後援会,須田　均,須田　章,神奈川県愛甲郡愛川町中津６１４９,H24.2.8
公認会計士による大塚耕平議員を囲む会,土方　良明,久納　幹史,三重県津市長岡町１２１３－２５,R1.9.19
公認会計士による島村大後援会,須田　均,須田　章,神奈川県愛甲郡愛川町中津６１４９,H25.12.27
公認会計士による鈴木馨祐後援会,須田　均,須田　章,神奈川県愛甲郡愛川町中津６１４９,R3.10.14
公認会計士による三原じゅん子後援会,須田　均,須田　章,神奈川県愛甲郡愛川町中津６１４９,H28.1.29
公認会計士による義家弘介後援会,須田　均,須田　章,神奈川県愛甲郡愛川町中津６１４９,H25.12.12
江風会,江島　潔,三浦　善一郎,東京都千代田区永田町２－１－１,H30.8.16,有
幸福実現党,釈　量子,江夏　正敏,東京都港区赤坂２－１０－８,H21.5.25
公明党と未来を開く会,米村　邦彦,平木　典道,広島県広島市東区光町２－８－２７,R2.11.5
公明党を応援する会,荒木　清寛,小島　七郎,愛知県名古屋市千種区小松町６－２－４,H20.1.10
公明党を励ます東北の会,杉岡　広明,吉田　順一,宮城県仙台市若林区新寺５－９－２０,H15.8.18
紘友会,池田　徳博,角田　賢明,山形県鶴岡市大東町１７－２３,S51.1.6
弘友会,柳本　卓治,上屋　勝哉,東京都千代田区平河町２－７－４,S60.8.22
巧友会,柴田　巧,柴田　正人,富山県小矢部市岩武１０５１,R2.8.21,有
宏友会,保岡　広武,保岡　広武,鹿児島県鹿児島市小松原２－１４－１５,R3.11.12
郷憂会,市原　良英,野村　勉,岐阜県美濃市蕨生７２２,H25.2.18
郷友政治連盟,寺島　泰三,新井　光雄,東京都新宿区片町３－３,S51.1.27
皇憂楠心塾,杉山　嘉寛,永松　克之,神奈川県伊勢原市下糟屋２３３５－１,H9.1.7
江洋会,並木　妙子,増永　恭志,東京都墨田区向島１－１８－１１,H4.7.21
晄洋舎,渡邉　晄市,渡邉　晄市,長野県駒ヶ根市経塚４－１,H24.8.27
耕隆会,佐藤　準,北野　光秋,東京都港区新橋５－３３－９,S51.1.8
皇竜会,梶原　忠史,梶原　忠史,福岡県北九州市小倉南区津田南町６－１４,H18.6.29
蛟龍義塾,松宮　勝也,緒方　宏伸,大阪府堺市美原区平尾２３００－１,R1.10.23
港湾運送近代化研究会,久保　昌三,片桐　将紀,東京都港区新橋６－１１－１０,H2.6.18
古賀ちかげ後援会,古賀　千景,浦田　哲也,東京都千代田区一ツ橋２－６－２,R3.1.15,有
国際科学技術研究所,山本　昭夫,木村　美喜男,東京都府中市本町１－１２－２,H24.1.16
国際基金運用審議会,高山　隆憲,木村　三喜男,東京都府中市本町１－１２－２,H22.7.21
国際国家日本研究会,田中　茂,野田　真一郎,東京都世田谷区新町３－１６－６,H22.3.19,有
国際勝共連合,梶栗　正義,大塚　正尚,東京都渋谷区宇田川町３６－６,S51.2.17
国際政経研究会,木村　義雄,吉原　巌,東京都中央区日本橋本町３－４－１８,S51.2.9,有
国際政経研究会,三原　朝彦,藤岡　義久,福岡県北九州市八幡西区大浦１－４－２３,S61.11.28,有
国際政治経済文化研究会,山本　昭夫,木村　美喜男,東京都府中市本町１－１２－２,H27.9.9
国際政治結社シリア愛国戦戦,原田　泰治,原田　泰治,徳島県美馬市脇町棚田２２６１－４,R2.1.27
国際政治総合研究所,真鍋　宣忠,真鍋　宣忠,東京都足立区青井４－４６－２２,R3.11.4
国際戦略政治連盟,山田　哲,山田　哲,東京都港区南麻布１－１５－４,H20.1.15
国際ペット擁護血統証協会,大田　行秘,栫　一久,鹿児島県薩摩川内市高江町７０８０－１,H27.12.25
国際友愛党,清田　泰寛,清田　泰寛,栃木県那須郡那須町湯本２１３－１７９５,H23.11.11
國士會總本部,戸澤　晴幸,浅倉　勝,東京都新宿区歌舞伎町２－４５－５,H13.8.8
國士塾,村上　大和,村上　大和,大阪府大阪市平野区長吉出戸８－６－１６,H6.12.26
國志塾,伊藤　忠章,白井　久美子,千葉県野田市親野井１５６,H9.4.30
國志天誅塾,洞口　誠,洞口　誠,岐阜県高山市石浦町６－１１６－１,H10.8.4
國心桜魂塾,進　晃,進　宗光,熊本県阿蘇市狩尾字日下１７９８－２,R4.8.10
國神同志會本部,奥村　康昭,浦木　健吾,愛知県一宮市木曽川町玉ノ井字大縄場八ノ切１２０,H30.2.20
國粹青年隊,小椋　高志,土井　政人,東京都町田市三輪町１８１２,S60.4.17
國粹青年隊桜友の会,白岩　達夫,白岩　達夫,福島県郡山市亀田１－４９－１７,H21.3.13
國粹青年隊城南本部,岩井　正直,武田　和也,神奈川県川崎市多摩区東生田３－５－５,H24.3.23
國粹青年隊福島県本部,白岩　登喜夫,白岩　誠,福島県郡山市熱海町安子島字一本木１４２－６,H19.3.27
國粋大衆社,竹田　繁司,東　和夫,大阪府大阪市西成区萩之茶屋１－９－３２,R2.10.13
國政監察調査會,竹原　玉治,薬師　光年,石川県金沢市三十苅町丁１２－１,H21.4.1
国誠新報社,井上　晶文,井上　晶文,福岡県久留米市西町１０９７－１０,H31.1.21
国政政治団体国民連合,山下　數雅,山下　數雅,鹿児島県鹿児島市三和町１８－２３４５,H27.10.1
國政問題調査會,陣野　隆一,和嶋　桂子,東京都港区麻布台１－１－２０,S60.12.14
こくた恵二後援会,穀田　恵二,永戸　辰夫,京都府京都市中京区丸太町新町角大炊町１８６,H7.10.13
国土結社．玄志社,松﨑　学,松﨑　美紀,群馬県伊勢崎市上泉町１３３－２,H17.7.29
国土創成研究会,中本　太衛,新崎　早織,神奈川県相模原市南区上鶴間本町３－９－１０,H5.1.22,有
国防同志會防人,片上　勇二,片上　勇二,愛媛県新居浜市瀬戸町５－４７,H24.5.2
國防同志會総本部,和田　勝美,熊谷　登志子,大阪府羽曳野市古市６－２７－１,H12.12.5
国保推進連盟,松本　憲治,稲垣　仁,東京都千代田区永田町１－１１－３５,S55.2.1
国民医療を考える会,釜萢　敏,茂松　茂人,東京都文京区本駒込５－１９－２,H23.10.31
国民改革協議会,直嶋　正行,豊原　昭二,東京都千代田区平河町２－１４－１,H8.11.1
国民健康保険組合推進連盟,渡邉　芳樹,西田　重之,東京都品川区南大井６－１６－１６,S58.11.9
国民志政会議國民党國思會,高橋　佳典,国府田　達也,茨城県結城郡八千代町蕗田６２３,H31.2.20
国民社会主義日本労働者党（ＮＳＪＡＰ）,上条　当麻,上条　当麻,山口県光市大字岩田２５６６－２１,H4.9.1
国民主権党,平塚　正幸,平塚　正幸,千葉県船橋市松が丘５－５－７,R2.2.6
国民進歩党,麓　祐太,麓　祐太,北海道札幌市東区北九条東８－４－２８,H27.4.23
国民生活党,鈴木　麻理子,吉村　賢一,東京都世田谷区船橋７－１３－５,R1.7.5,有
国民投票・国民会議,田所　智子,上田　順子,東京都北区滝野川６－８２－２,H11.1.18
国民のための大衆政党全国平和連合,白倉　康夫,鬼塚　修二,東京都中央区銀座１－１３－１２,H24.7.2
国民民主党,多田　光宏,多田　光宏,埼玉県志木市柏町６－１４－７,H30.4.25
国民民主党,深澤　宏文,深澤　宏文,東京都練馬区大泉学園町６－３－２５,H30.4.26
国民を守る党,深澤　宏文,深澤　宏文,東京都練馬区大泉学園町６－３－２５,H30.4.26
黒陽天龍塾,神崎　浩美,岩田　敬子,兵庫県明石市硯町３－６－６３,H19.3.27
護憲保守の会,西尾　憲一,桑村　純一,千葉県船橋市夏見４－１６－４,H27.4.27
護国團九州管区総本部,加藤　光,田鶴原　洋,大分県別府市石垣東２－１－１０,S51.2.24
護国の会,水間　政憲,水間　政憲,東京都杉並区阿佐谷北５－４－２０,H31.2.28
こころのやまい党,片岡　将志,片岡　将志,埼玉県さいたま市緑区三室２１２１－１０,R3.4.22
吾人会,三村　申吾,伊藤　英二,青森県上北郡おいらせ町新助川原５－４,H14.4.4,有
個人タクシー政治連盟,冨本　哲哉,田中　懐,東京都豊島区南大塚１－２－１２,H28.7.4
個人投資家を守る会,木内　孝胤,藤井　一輝,東京都港区赤坂２－２１－４,R4.5.20
コスモス会,世耕　久美子,小嶋　春江,東京都千代田区二番町７－１,H20.10.17
国家構想戦略協議会,吉田　一男,吉田　一男,新潟県新潟市西区坂井東４－１２－１５,R2.10.1
国家社会主義日本労働者党,山田　一成,堤　光司,東京都世田谷区玉川田園調布１－９,H29.10.31
国家食糧安全保障会議,小野寺　敬一,佐藤　栄美,東京都北区志茂５－９－１２,H4.4.3
国家問題研究所,犬丸　光加,犬丸　光加,福岡県福岡市東区箱崎２－４２－１,R4.3.14
国観連近畿観光協議会,岡本　厚,利光　伸彦,大阪府大阪市中央区南船場３－４－２１,H3.8.2
後藤輝樹後援会,後藤　輝樹,後藤　輝樹,長野県茅野市ちの３１４１番地,H23.4.11
後藤ひとし後援会,後藤　斎,高見沢　るり子,山梨県甲府市後屋町３４４－２,R4.3.9,有
事の会,小野寺　五典,鈴木　敦,東京都千代田区永田町２－１－２,H11.1.27,有
こども・保育政治連盟,近藤　遒,鈴木　宏幸,東京都千代田区麹町３－１２－１,H29.10.4
子ども子育て支援の会,酒井　大介,酒井　大介,山梨県甲府市古府中町４９２２－１,H25.12.11
子どもたちの未来を守る地方議員の会,松長　泰幸,松長　由美絵,神奈川県藤沢市辻堂３－６－３,H30.9.27
子どもと未来を創る党,川本　尊道,川本　尊道,千葉県市川市北方町４－２０３７－１６,R2.10.1
子どもの意見を尊重し支援カランコエ,吉田　加奈子,吉田　加奈子,神奈川県平塚市東真土３－２－６,R4.1.31
こどもの党,水口　翼,三國　研太,東京都港区六本木３－７－１,R4.5.24
子供の未来を守る党,新飯田　塁,畠山　和美,神奈川県相模原市中央区相生４－１１－３,R2.11.6
こどもを社会で育てる会,遠藤　奈央子,射場本　健彦,東京都千代田区永田町２－９－６,R4.8.5,有
子どもを守る党,郡山　睦美,遠山　直美,東京都日野市平山５－１９－１１,R4.6.10
ｇｏｎｎａ,西野　陽,花野　恭子,大阪府東大阪市岩田町５－１１－２,H27.4.21
小西ひろゆき後援会,小西　洋之,武石　仁身,千葉県千葉市中央区本町２－２－６,H22.12.27,有
吾博会,西島　大吾,西島　大吾,東京都千代田区三番町１２－６,H30.3.2
こばたはるひこ後援会,小畑　治彦,坂口　龍一,東京都八王子市暁町３－８－４２,R4.5.27,有
小林こうせいと共に進む会,小林　宏靖,小林　道仁,東京都国立市東３－１９－３３,R4.9.29
小林正夫後援会,小林　正夫,鹿島　繁文,東京都江東区塩浜２－７－５,H22.5.18
小林守関西後援会,佐藤　エミ子,佐藤　エミ子,大阪府八尾市南本町７－２－７,H27.7.15
ごぼうの党,奥野　卓志,中野　雄太,東京都杉並区阿佐谷南３－３７－１３,R4.6.15
込山洋後援会,込山　洋,込山　洋,東京都渋谷区笹塚２－３４－２,R2.3.2
コミュニティ・シンクタンクをつくる会,山口　和之,前野　登,福島県郡山市富久山町八山田字前林１０－４,H26.11.26,有
こやり隆史淡海経済産業研究所,小鑓　隆史,幸光　里佳子,滋賀県大津市中央３－２－１,R4.1.6,有
これから,一ノ瀬　文子,中村　哲治,佐賀県鹿島市飯田乙２４１６－１,R4.11.1
コロナ成金になるよりも市民の生命を守りたい,松下　幸治,松下　幸治,大阪府大阪市大正区泉尾２－１４－９,R2.4.17
コロナワクチン拒絶党,夏目　智,夏目　智,千葉県千葉市若葉区都賀４－１０－９,R3.3.8
コンサルティングエンジニア連盟,高野　登,磯山　龍二,東京都千代田区三番町７－１３,H13.7.16
近藤洋介と次代を創る会,近藤　洋介,菅井　源三郎,山形県米沢市鍛冶町４５４５,H11.1.28,有
サークル・孜,角地　忍,北沢　英男,東京都千代田区平河町２－１４－１,S56.4.1
さいき陽平後援会,斎木　陽平,水口　翼,東京都港区六本木３－７－１,R4.5.24,有
在宅医療政治連盟,島田　潔,間嶋　崇,東京都千代田区紀尾井町３－３１,H29.3.16
財団法人あすなろ会,石橋　龍也,石橋　龍也,福岡県福岡市博多区那珂６－１－２,H28.9.20
さいとう健君に夢を託す会,齋藤　健,安藤　辰生,東京都千代田区永田町２－２－１,H23.12.1,有
さいとう健君を支える会,松本　洋,寺尾　進,東京都港区白金台５－２２－１２,H27.10.23
斉藤てつおと進む会,日笠　勝之,末廣　伸作,広島県広島市東区光町２－８－２７,R2.11.27
斉藤てつおを励ます会,栗原　俊二,碓氷　芳雄,広島県広島市安佐南区緑井２－１８－１５,R2.11.26
斎藤洋明政策研究会,齋藤　洋明,長谷川　智希,東京都千代田区永田町２－２－１,H26.4.2,有
さいとう弘後援会有志の会,山田　彰一,伊藤　尚彦,山形県山形市小白川町５－１３－２４,H22.12.27
彩の国自由フォーラム,古川　俊治,牧　健太郎,東京都千代田区永田町２－１－１,H19.9.3,有
蔵王会,君ヶ袋　准一,君ヶ袋　准一,宮城県名取市手倉田字諏訪３３３－４,R2.4.6,有
さかい学後援会,坂井　学,勝間田　将,東京都千代田区永田町２－１－２,H15.9.25,有
さがえ孝允君を応援する法律家の会,須田　清,篠崎　芳明,東京都千代田区霞が関１－４－１,H6.1.17
さがえ孝允後援会,寒河江　孝允,寒河江　孝允,東京都千代田区霞が関１－４－１,H9.3.7
さかきばら登志子の会,榊原　登志子,榊原　登志子,東京都調布市染地３－１－２４,H30.9.20
坂本てつしを支える会,坂本　哲志,山室　絢,熊本県菊池郡大津町室１２２－４,H22.12.22,有
坂本史子と地域を耕す会,坂本　史子,坂本　史子,山口県宇部市昭和町１－４－１３,H29.9.25,有
サクセス立町会,阿部　康志,佐藤　和貴,宮城県仙台市青葉区立町２０－１,H15.11.6
サクセス三田会,酒井　昌也,玉島　一吉,東京都港区三田２－７－１３,H6.10.31
桜井崇後援会,櫻井　崇,櫻井　浩子,千葉県千葉市花見川区幕張本郷２－７－４,R3.1.4,有
桜井誠を応援する会,髙田　誠,髙田　誠,東京都渋谷区東２－１－４,R1.8.7,有
桜井充とともに明日の医療を考えるネットワーク（桜井充医師ネットワーク）,佐藤　達夫,鈴木　祥太,東京都杉並区阿佐谷北３－１－１２,H23.11.16
桜井充とともに明日の歯科医療を考えるネットワーク（桜井充歯科ネットワーク）,中村　昌人,大塚　勇二,東京都杉並区阿佐谷北３－１－１２,H14.10.8
桜井充とともに明日の日本を創る会,櫻井　充,鈴木　祥太,東京都杉並区阿佐谷北３－１－１２,H14.10.10
桜内文城後援会,山本　定海,桜内　友子,愛媛県宇和島市保手５－７－１５,H22.4.6
桜花会,関　健一郎,関　基衣,愛知県豊橋市中浜町２１９－３０,H29.3.14,有
桜塾,知見寺　保孝,鍛代　秀雄,山梨県笛吹市石和町小石和１３０－３,H27.6.3
サクラダモン,山﨑　雅之,安斎　太郎,兵庫県尼崎市東園田町８－９５－８,R2.1.15
桜中央総合研究所,清野　浩一,柴田　江身子,東京都江戸川区平井４－３－１５,R3.7.6
佐々木秀隆中小企業政経懇話会,広本　邦幸,広本　邦幸,広島県広島市安佐南区緑井６－１４－１７,S59.8.7
ささきりかを支援する会,佐々木　里加,佐々木　和子,茨城県つくば市研究学園５－２－１,R3.4.1,有
篠山会,泉　信也,松田　静雄,東京都品川区西大井１－４－１５,H4.10.14
五月会,山東　昭子,前田　輝弥,東京都千代田区永田町２－１－１,S53.1.17,有
札幌冬季五輪に反対する中央区民の会,松田　隆嗣,松田　隆嗣,北海道札幌市中央区南六条西１３－１－２５,R4.5.17
薩摩から誇りある日本をつくる会,松元　洋一,松元　洋一,鹿児島県鹿児島市自由ケ丘１－１３－１,H25.4.2
佐藤しげきと進む会,田端　正廣,高橋　不二峰,大阪府大阪市西区新町４－１０－４,R2.6.30,有
佐藤信秋後援会,佐藤　信秋,安　和博,東京都千代田区飯田橋１－４－２,H18.7.24
佐藤正久後援会,森　勉,佐川　嘉洋,東京都新宿区市谷本村町３－２０,H20.1.22,有
さとう正久を支える会,佐藤　正久,佐川　嘉洋,東京都新宿区市谷本村町３－２０,H19.1.15
さとう水と土政策研究所,佐藤　昭郎,佐藤　泰史,東京都杉並区成田西２－２－１２,H9.8.8
佐藤ゆかり経済研究会,恩地　宏昌,林　武,大阪府枚方市宮之阪１－２３－１２,H27.6.15
さとう芳博後援会,橋口　勇三郎,佐藤　芳博,宮城県多賀城市東田中２－１９－３,H8.3.18
ＳＵＭＣＯグループ労働組合連合会政策実現を
推進する会,塩田　泰三,貝賀　之信,東京都港区芝浦１－２－１,H30.9.18
さわいめぐみと声を届かせる会,沢居　恵美,平野　文子,東京都新宿区四谷三栄町９－９,R4.12.14
山陰フォーラム,福田　美樹,福田　栄子,島根県出雲市斐川町荘原２９２５－２,H4.12.22
参議院改革政党・平成竜馬の会,清水　三雄,實川　晃,京都府京都市下京区烏丸通四条下ル水銀屋町６２０,H25.3.29
参議院議員（全国比例）石井みつこ京都後援
会,山田　広郷,山田　広郷,東京都文京区湯島１－１０－５,R4.4.1
参議院議員（全国比例）石井みつこ後援会,山田　広郷,山田　広郷,東京都文京区湯島１－１０－５,R4.4.1
参議院１００人党,藤田　尚三,藤田　尚三,東京都荒川区東尾久５－２３－１,H28.5.20
産業経済研究会,坂井　正明,伊藤　恒雄,東京都港区芝３－３９－９,H7.11.20
産業政策・政策制度を充実する会,栗田　基央,坂田　武士,東京都千代田区丸の内３－２－３,H22.5.27
山幸会,山本　博信,山本　博信,東京都港区赤坂２－２１－２,H1.5.18,有
山幸会,山本　幸三,乙川　忠良,福岡県北九州市小倉北区三郎丸３－６－２０,H28.12.9,有
山紫会,矢野　潔,矢野　範子,島根県出雲市斐川町荘原２９２５－２,H6.11.30
